,age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model
1254,40-60,English,English,Man,five special guest treasures,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_56617d65-f6f8-4daa-b82f-3f4adb5bbe05.wav,/final/chunk00.wav,Samsung
1255,40-60,English,English,Man,five special guest treasures,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_56617d65-f6f8-4daa-b82f-3f4adb5bbe05.wav,/final/chunk30.wav,Samsung
1256,40-60,English,English,Woman,fluffy baseboard yogurt division,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_305dd02e-f964-4c94-ae3b-aab50bf96d47.wav,/final/chunk10.wav,Android
1257,40-60,English,English,Woman,fluffy baseboard yogurt division,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_305dd02e-f964-4c94-ae3b-aab50bf96d47.wav,/final/chunk20.wav,Android
1258,40-60,English,English,Woman,fluffy baseboard yogurt division,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_305dd02e-f964-4c94-ae3b-aab50bf96d47.wav,/final/chunk21.wav,Android
1259,25-39,English ,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_da1b6c8a-bfd3-42ec-b36a-3135801a3d9e.wav,/final/chunk11.wav,iPhone 12
1260,25-39,English ,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_da1b6c8a-bfd3-42ec-b36a-3135801a3d9e.wav,/final/chunk21.wav,iPhone 12
1261,25-39,English ,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_da1b6c8a-bfd3-42ec-b36a-3135801a3d9e.wav,/final/chunk23.wav,iPhone 12
1262,25-39,English ,English,Woman,snow meteor down the chimney,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_c8fc169b-8ac7-491e-9e00-51517004678c.wav,/final/chunk11.wav,iPhone 12 Pro
1263,40-60,English,English,Woman,join the Ear Look club,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6976ead9-3a5c-4c96-a9b9-35c63138b069.wav,/final/chunk00.wav,Samsung s9
1264,40-60,English,English,Woman,join the Ear Look club,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6976ead9-3a5c-4c96-a9b9-35c63138b069.wav,/final/chunk30.wav,Samsung s9
1265,40-60,English,English,Woman,join the Ear Look club,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6976ead9-3a5c-4c96-a9b9-35c63138b069.wav,/final/chunk40.wav,Samsung s9
1266,40-60,English,English,Man,birds make new jingles,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_1e5b6f02-7c3a-450c-b01d-b5cb9581676a.wav,/final/chunk00.wav,Samsung
1267,40-60,English,English,Man,birds make new jingles,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_1e5b6f02-7c3a-450c-b01d-b5cb9581676a.wav,/final/chunk20.wav,Samsung
1268,40-60,English,English,Man,birds make new jingles,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_1e5b6f02-7c3a-450c-b01d-b5cb9581676a.wav,/final/chunk30.wav,Samsung
1269,25-39,English,English,Woman,five dollar slaw onion cure,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_2d1c6066-c183-418b-93ed-582c34ad1353.wav,/final/chunk11.wav,Samsung Galaxy s8+
1270,25-39,English,English,Woman,five dollar slaw onion cure,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_2d1c6066-c183-418b-93ed-582c34ad1353.wav,/final/chunk14.wav,Samsung Galaxy s8+
1271,25-39,English,Hindi,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_90ae490b-17bb-4f12-af18-8489e27c5049.wav,/final/chunk20.wav,iPhone XR
1272,25-39,English,Hindi,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_90ae490b-17bb-4f12-af18-8489e27c5049.wav,/final/chunk30.wav,iPhone XR
1273,25-39,English,Hindi,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_90ae490b-17bb-4f12-af18-8489e27c5049.wav,/final/chunk40.wav,iPhone XR
1274,18-24,English ,English ,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_d8264a28-9fad-4aa5-85d0-dd7ef3e6e27f.wav,/final/chunk00.wav,Iphone
1275,18-24,English ,English ,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_d8264a28-9fad-4aa5-85d0-dd7ef3e6e27f.wav,/final/chunk30.wav,Iphone
1276,18-24,English ,English ,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_d8264a28-9fad-4aa5-85d0-dd7ef3e6e27f.wav,/final/chunk41.wav,Iphone
1277,25-39,English,English,Man,banana and mustard sandwiches,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_33894f82-e4aa-444a-beae-e810588d9133.wav,/final/chunk00.wav,iPhone SE 2020 Model
1278,25-39,English,English,Man,banana and mustard sandwiches,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_33894f82-e4aa-444a-beae-e810588d9133.wav,/final/chunk60.wav,iPhone SE 2020 Model
1279,25-39,English ,English,Man,zebra cats walking on lamps,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_eca3f1f9-9555-4617-a3fb-7670eb660b73.wav,/final/chunk20.wav,iPhone 12
1280,25-39,English,English,Woman,snow meteor down the chimney,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_655e1772-6c4c-4f23-ac10-97ccdd26e021.wav,/final/chunk10.wav,iPhone 
1281,18-24,French,French,Woman,hungry action hippos fruit,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_dd76525b-e06e-40d7-8a12-f4838085e033.wav,/final/chunk21.wav,Samsung A10e
1282,18-24,French,French,Woman,hungry action hippos fruit,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_dd76525b-e06e-40d7-8a12-f4838085e033.wav,/final/chunk31.wav,Samsung A10e
1283,18-24,French,French,Woman,hungry action hippos fruit,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_dd76525b-e06e-40d7-8a12-f4838085e033.wav,/final/chunk40.wav,Samsung A10e
1284,60 and over,English,English,Woman,five dollar slaw onion cure,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_59d27a2c-bf9a-4b59-8724-7b86d34848cb.wav,/final/chunk00.wav,iPhone 13
1285,60 and over,English,English,Woman,five dollar slaw onion cure,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_59d27a2c-bf9a-4b59-8724-7b86d34848cb.wav,/final/chunk60.wav,iPhone 13
1286,25-39,English ,English,Man,join the Ear Look club,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_dd7bf3ed-fd13-474d-9125-b868acd6d4b4.wav,/final/chunk00.wav,iPhone 12
1287,25-39,English ,English,Man,join the Ear Look club,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_dd7bf3ed-fd13-474d-9125-b868acd6d4b4.wav,/final/chunk21.wav,iPhone 12
1288,18-24,English,English,Non-Binary,snow meteor down the chimney,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,/final/chunk30.wav,iPhone SE
1289,18-24,English,English,Non-Binary,snow meteor down the chimney,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,/final/chunk40.wav,iPhone SE
1290,18-24,English,English,Non-Binary,snow meteor down the chimney,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,/final/chunk60.wav,iPhone SE
1291,25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256.wav,/final/chunk01.wav,Samsung Z-Fold 2
1292,60 and over,English ,English ,Woman,the thunder break craze,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_3bd513d0-4106-4b41-898b-348aac393f45.wav,/final/chunk11.wav,Samsung Galaxy 8
1293,60 and over,English,English,Man,wolf ring lights are fantastic,disgust,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_73e12c98-3d8b-448f-b49c-3afc0895c98c.wav,/final/chunk01.wav,Moto e
1294,60 and over,English,English,Man,wolf ring lights are fantastic,disgust,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_73e12c98-3d8b-448f-b49c-3afc0895c98c.wav,/final/chunk30.wav,Moto e
1295,60 and over,English,English,Man,wolf ring lights are fantastic,disgust,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_73e12c98-3d8b-448f-b49c-3afc0895c98c.wav,/final/chunk41.wav,Moto e
1296,40-60,English ,English ,Woman,five dollar slaw onion cure,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_e80506e4-98b3-4ce9-81a2-faf5923cc97e.wav,/final/chunk02.wav,Iphone11
1297,40-60,English,English,Woman,another dog secretary show,joy,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_3b6d99c4-3e6c-459d-a30e-fed3bd54dbcf.wav,/final/chunk31.wav,iPhone 
1298,60 and over,English ,English ,Man,five dollar slaw onion cure,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_c1bcf17d-f12b-4b9e-b7b1-9bc0844946ed.wav,/final/chunk00.wav,iPhone 
1299,60 and over,English ,English ,Man,five dollar slaw onion cure,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_c1bcf17d-f12b-4b9e-b7b1-9bc0844946ed.wav,/final/chunk30.wav,iPhone 
1300,60 and over,English ,English ,Man,five dollar slaw onion cure,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_c1bcf17d-f12b-4b9e-b7b1-9bc0844946ed.wav,/final/chunk50.wav,iPhone 
1301,18-24,English,Portuguese ,Woman,fluffy baseboard yogurt division,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_028a033f-904a-4b63-a17a-e8f7698db378.wav,/final/chunk30.wav,Galaxy S10
1302,18-24,English,Portuguese ,Woman,fluffy baseboard yogurt division,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_028a033f-904a-4b63-a17a-e8f7698db378.wav,/final/chunk41.wav,Galaxy S10
1303,25-39,British,British ,Woman,birds make new jingles,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_a2a54758-e156-47c5-adc7-2f66fb515477.wav,/final/chunk11.wav,Iphone
1304,25-39,British,British ,Woman,birds make new jingles,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_a2a54758-e156-47c5-adc7-2f66fb515477.wav,/final/chunk21.wav,Iphone
1305,25-39,English,English,Man,join the Ear Look club,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_5e838a4a-b1e7-4af6-8132-e07e3a474353.wav,/final/chunk02.wav,Samsung Z-Fold 2
1306,60 and over,English ,English ,Man,wolf ring lights are fantastic,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_200ecebf-40ac-4d5d-8181-8d149d622ee8.wav,/final/chunk11.wav,Moto e
1307,60 and over,English ,English ,Man,wolf ring lights are fantastic,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_200ecebf-40ac-4d5d-8181-8d149d622ee8.wav,/final/chunk31.wav,Moto e
1308,25-39,English,English ,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_87104f43-07a9-4f7a-82cc-76aae9ae3fd0.wav,/final/chunk30.wav,Iphone
1309,25-39,English,English ,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_87104f43-07a9-4f7a-82cc-76aae9ae3fd0.wav,/final/chunk40.wav,Iphone
1310,40-60,English ,English ,Woman,the thunder break craze,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_93e2f792-3aa3-4da3-82e9-6b056cba922e.wav,/final/chunk05.wav,iPhone se
1311,40-60,English ,English ,Woman,the thunder break craze,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_93e2f792-3aa3-4da3-82e9-6b056cba922e.wav,/final/chunk20.wav,iPhone se
1312,40-60,English ,English ,Woman,the thunder break craze,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_93e2f792-3aa3-4da3-82e9-6b056cba922e.wav,/final/chunk40.wav,iPhone se
1313,18-24,English,English,Woman,snow meteor down the chimney,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_df1e5f57-2ef7-4743-a7e6-4c74bf7b2239.wav,/final/chunk00.wav,iphone 13 pro
1314,18-24,English,English,Woman,snow meteor down the chimney,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_df1e5f57-2ef7-4743-a7e6-4c74bf7b2239.wav,/final/chunk30.wav,iphone 13 pro
1315,40-60,English ,English ,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_aa5886df-ea13-43cd-90ea-cda5e0c10c58.wav,/final/chunk11.wav,Iphone11
1316,40-60,English ,English ,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_aa5886df-ea13-43cd-90ea-cda5e0c10c58.wav,/final/chunk13.wav,Iphone11
1317,40-60,English ,English ,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_aa5886df-ea13-43cd-90ea-cda5e0c10c58.wav,/final/chunk15.wav,Iphone11
1318,40-60,English ,Spanish ,Man,the thunder break craze,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_a57af5e9-9012-470a-be56-15eb2fbe7b5c.wav,/final/chunk20.wav,Google pixel 
1319,40-60,English ,Spanish ,Man,the thunder break craze,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_a57af5e9-9012-470a-be56-15eb2fbe7b5c.wav,/final/chunk30.wav,Google pixel 
1320,25-39,English,English,Man,the thunder break craze,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2b949b25-a0de-4889-9b3c-0366a07b1def.wav,/final/chunk30.wav,Samsung Galaxy A32
1321,25-39,English,English,Man,the thunder break craze,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2b949b25-a0de-4889-9b3c-0366a07b1def.wav,/final/chunk40.wav,Samsung Galaxy A32
1322,25-39,English,English,Man,the thunder break craze,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2b949b25-a0de-4889-9b3c-0366a07b1def.wav,/final/chunk60.wav,Samsung Galaxy A32
1323,25-39,English,English,Woman,five special guest treasures,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_28c9202a-f1d5-487f-bc9e-b857988834d0.wav,/final/chunk00.wav,Galaxy J3 Star
1324,25-39,English,English,Woman,five special guest treasures,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_28c9202a-f1d5-487f-bc9e-b857988834d0.wav,/final/chunk20.wav,Galaxy J3 Star
1325,25-39,English,English,Woman,five special guest treasures,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_28c9202a-f1d5-487f-bc9e-b857988834d0.wav,/final/chunk30.wav,Galaxy J3 Star
1326,25-39,English,English ,Woman,banana and mustard sandwiches,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_771ed7f8-8be0-42dc-ade2-760ba7681100.wav,/final/chunk10.wav,Iphone
1327,25-39,English,English ,Woman,banana and mustard sandwiches,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_771ed7f8-8be0-42dc-ade2-760ba7681100.wav,/final/chunk20.wav,Iphone
1328,25-39,English,English ,Woman,banana and mustard sandwiches,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_771ed7f8-8be0-42dc-ade2-760ba7681100.wav,/final/chunk60.wav,Iphone
1329,18-24,French,French,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_728d14b7-c25c-4c2c-963f-e3477abfb832.wav,/final/chunk11.wav,Samsung A10e
1330,18-24,French,French,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_728d14b7-c25c-4c2c-963f-e3477abfb832.wav,/final/chunk21.wav,Samsung A10e
1331,18-24,French,French,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_728d14b7-c25c-4c2c-963f-e3477abfb832.wav,/final/chunk32.wav,Samsung A10e
1332,25-39,English,English,Man,zebra cats walking on lamps,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_196b068a-3d4c-4ad4-8031-4816ffefd5a6.wav,/final/chunk01.wav,iPhone
1333,25-39,English,English,Man,zebra cats walking on lamps,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_196b068a-3d4c-4ad4-8031-4816ffefd5a6.wav,/final/chunk31.wav,iPhone
1334,25-39,English,English,Man,zebra cats walking on lamps,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_196b068a-3d4c-4ad4-8031-4816ffefd5a6.wav,/final/chunk41.wav,iPhone
1336,40-60,English ,English ,Man,fluffy baseboard yogurt division,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_fa1a524f-cf15-40b6-9b55-8860e33c0ab2.wav,/final/chunk20.wav,iPhone Xs Max
1337,40-60,English ,English ,Man,fluffy baseboard yogurt division,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_fa1a524f-cf15-40b6-9b55-8860e33c0ab2.wav,/final/chunk50.wav,iPhone Xs Max
1338,25-39,English ,French,Woman,another dog secretary show,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c10ef5-17c2-4c74-8fac-3441e099ae55.wav,/final/chunk10.wav,Samsung
1339,25-39,English ,French,Woman,another dog secretary show,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c10ef5-17c2-4c74-8fac-3441e099ae55.wav,/final/chunk20.wav,Samsung
1340,25-39,English ,French,Woman,another dog secretary show,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c10ef5-17c2-4c74-8fac-3441e099ae55.wav,/final/chunk31.wav,Samsung
1341,40-60,English,French,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_45afe972-4153-4d2b-b4fa-bf0e5da1c058.wav,/final/chunk10.wav,android
1342,40-60,English,French,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_45afe972-4153-4d2b-b4fa-bf0e5da1c058.wav,/final/chunk11.wav,android
1343,40-60,English,French,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_45afe972-4153-4d2b-b4fa-bf0e5da1c058.wav,/final/chunk12.wav,android
1344,25-39,English,English ,Woman,five dollar slaw onion cure,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_8e0e2682-0e98-435b-96e4-452191e0c81a.wav,/final/chunk31.wav,Iphone
1345,25-39,English,English ,Woman,five dollar slaw onion cure,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_8e0e2682-0e98-435b-96e4-452191e0c81a.wav,/final/chunk50.wav,Iphone
1346,60 and over,English,English,Man,snow meteor down the chimney,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f377a540-1035-41ca-8245-fe93333f4b52.wav,/final/chunk15.wav,I Phone 13
1347,25-39,English,English,Woman,five dollar slaw onion cure,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e9e706f0-b524-4603-a1fb-34fc9b68c817.wav,/final/chunk11.wav,Samsung Galaxy s8+
1348,25-39,English ,English ,Woman,heavy undersea birthday pumpkins,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f76525f6-d8ea-4eeb-a416-afd05a93fada.wav,/final/chunk11.wav,One plus 7T
1349,25-39,English ,English ,Woman,heavy undersea birthday pumpkins,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f76525f6-d8ea-4eeb-a416-afd05a93fada.wav,/final/chunk30.wav,One plus 7T
1350,25-39,English ,English ,Woman,heavy undersea birthday pumpkins,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f76525f6-d8ea-4eeb-a416-afd05a93fada.wav,/final/chunk41.wav,One plus 7T
1351,60 and over,English ,English ,Woman,birds make new jingles,fear,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_195c35cd-03f6-4567-9679-4112376f8414.wav,/final/chunk12.wav,Samsung Galaxy 8
1352,25-39,English,Mandarin,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6cd37695-878f-46a9-bcda-97d2f53b51f0.wav,/final/chunk10.wav,Samsung s8
1353,25-39,English,Mandarin,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6cd37695-878f-46a9-bcda-97d2f53b51f0.wav,/final/chunk20.wav,Samsung s8
1354,25-39,English,Mandarin,Man,wolf ring lights are fantastic,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6cd37695-878f-46a9-bcda-97d2f53b51f0.wav,/final/chunk30.wav,Samsung s8
1355,40-60,English,Italian,Man,zebra cats walking on lamps,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_947301d2-7935-4c03-a1de-01ecc8b4f6a8.wav,/final/chunk00.wav,iPhone 6
1356,40-60,English,Italian,Man,zebra cats walking on lamps,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_947301d2-7935-4c03-a1de-01ecc8b4f6a8.wav,/final/chunk20.wav,iPhone 6
1357,40-60,English,Italian,Man,zebra cats walking on lamps,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_947301d2-7935-4c03-a1de-01ecc8b4f6a8.wav,/final/chunk30.wav,iPhone 6
1358,18-24,English,English,Woman,banana and mustard sandwiches,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,/final/chunk01.wav,iPhone 11
1359,18-24,English,English,Woman,banana and mustard sandwiches,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,/final/chunk11.wav,iPhone 11
1360,18-24,English,English,Woman,banana and mustard sandwiches,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,/final/chunk40.wav,iPhone 11
1361,40-60,English ,English ,Woman,zebra cats walking on lamps,sadness,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_8a2a9c23-6fa7-456d-997a-8708027db40c.wav,/final/chunk00.wav,iPhone se
1362,40-60,English ,English ,Woman,zebra cats walking on lamps,sadness,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_8a2a9c23-6fa7-456d-997a-8708027db40c.wav,/final/chunk30.wav,iPhone se
1363,40-60,English ,English ,Woman,zebra cats walking on lamps,sadness,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_8a2a9c23-6fa7-456d-997a-8708027db40c.wav,/final/chunk60.wav,iPhone se
1364,60 and over,English ,English ,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2bc92dd2-5c37-4fd3-92ec-d66e3aca82a0.wav,/final/chunk01.wav,Samsung Galaxy 8
1365,60 and over,English ,English ,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2bc92dd2-5c37-4fd3-92ec-d66e3aca82a0.wav,/final/chunk03.wav,Samsung Galaxy 8
1366,60 and over,English ,English ,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2bc92dd2-5c37-4fd3-92ec-d66e3aca82a0.wav,/final/chunk10.wav,Samsung Galaxy 8
1367,60 and over,English ,English ,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_2bc92dd2-5c37-4fd3-92ec-d66e3aca82a0.wav,/final/chunk30.wav,Samsung Galaxy 8
1368,25-39,English ,English ,Woman,another dog secretary show,joy,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_34bfd23c-ca28-4685-b5cb-5937665ce9e2.wav,/final/chunk11.wav,One plus 7T
1369,25-39,English ,English ,Woman,another dog secretary show,joy,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_34bfd23c-ca28-4685-b5cb-5937665ce9e2.wav,/final/chunk30.wav,One plus 7T
1370,25-39,English ,English ,Woman,another dog secretary show,joy,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_34bfd23c-ca28-4685-b5cb-5937665ce9e2.wav,/final/chunk41.wav,One plus 7T
